Identificador,Provincia,Municipio,Zona,Tipo,Precio,Dimensión,Habitaciones,Lavabos,Planta,Ascensor,Parking,Estado,Calefacción,Agua caliente,Antigüedad,Orientación,Amueblado,Consumo,Emisiones,Vendedor,Imagen
160497047,huesca,Canfranc,Canfranc,Piso,133000 ,58 ,2 ,,,SI,Privado,,,,10 a 20 años,,,G,G,DON PISO JACA,SI
160497000,huesca,Ansó,Ansó,Casa o chalet,99680 ,140 ,7 ,,,SI,Privado,,,,+ 100 años,,,G,G,DON PISO JACA,SI
160474113,huesca,Jaca,Jaca,Piso,171616 ,110 ,3 ,2 ,,SI,Privado,,,,10 a 20 años,,,G,G,DON PISO JACA,SI
160497011,huesca,Jaca,Jaca,Piso,134680 ,69 ,3 ,2 ,,SI,Privado,,,,50 a 70 años,,,G,G,DON PISO JACA,SI
160474180,huesca,Villanúa,Villanúa,Piso,84680 ,48 ,2 ,2 ,,SI,Privado,,,,30 a 50 años,,,G,G,DON PISO JACA,SI
160474105,huesca,Jaca,Jaca,Casa o chalet,331780 ,228 ,4 ,3 ,,SI,Privado,,,,10 a 20 años,,,G,G,DON PISO JACA,SI
160497057,huesca,Jaca,Jaca,Piso,176500 ,95 ,3 ,2 ,,SI,Privado,,,,30 a 50 años,,,G,G,DON PISO JACA,SI
160474165,huesca,Jaca,Jaca,Piso,99680 ,46 ,3 ,2 ,,SI,Privado,,,,30 a 50 años,,,G,G,DON PISO JACA,SI
161355916,huesca, Almudévar, Almudévar,Casa adosada,124500 ,150 ,3 ,3 ,,SI,Privado,A reformar,Electricidad,Electricidad,30 a 50 años,Este,,G,G,ESPATIUM,SI
161355609,huesca,Jaca,Membrilleras - Levante,Piso,159000 ,100 ,3 ,3 ,,SI,Privado,A reformar,Electricidad,Electricidad,30 a 50 años,Este,,G,G,PIRINEOS CASA,SI
161355608,huesca,Sabiñánigo,Sabiñánigo Centro - Aurín,Piso,112000 ,94 ,2 ,2 ,,SI,Privado,Muy bien,Gas Natural,Gas Natural,30 a 50 años,Norte,Sí,G,G,PIRINEOS CASA,SI
161354039,huesca, Castillonroy, Castillonroy,Casa o chalet,43000 ,255 ,2 ,2 ,,SI,Privado,A reformar,Gas Natural,Gas Natural,+ 100 años,Norte,Sí,G,G,CASAS Y CAMPOS,SI
161348958,huesca, Jaca, Centro - Llano Samper,Piso,175000 ,76 ,3 ,2 ,,SI,Privado,Bien,Gasóleo,Gasóleo,30 a 50 años,Este,Sí,E,E,JACETANIA 2000,SI
156538015,huesca,Jaca,Poblaciones norte,Apartamento,200000 ,76 ,2 ,2 ,,SI,Privado,Bien,Gasóleo,Gasóleo,10 a 20 años,Este,Sí,D,D,JACETANIA 2000,SI
160219200,huesca,Sabiñánigo,Sabiñánigo - Sabiñánigo Centro - Aurín,Piso,85000 ,100 ,4 ,2 ,,SI,Privado,Bien,Gas Natural,Gas Natural,10 a 20 años,Este,Sí,G,G,INMOBILIARIA VALLES DEL PIRINEO,SI
158339966,huesca, Esplús, Esplús,Casa o chalet,98000 ,237 ,5 ,2 ,,SI,Privado,Bien,Gas Natural,Gas Natural,+ 100 años,Este,Sí,F,F,CASAS Y CAMPOS,SI
159746511,huesca, Alcampell, Alcampell,Casa o chalet,96000 ,106 ,3 ,2 ,,SI,Privado,Bien,Gas Natural,Gas Natural,+ 100 años,Este,Sí,G,G,CASAS Y CAMPOS,SI
160474172,huesca,Aisa,Aisa,Piso,84680 ,34 ,3 ,2 ,,SI,Privado,Bien,Gas Natural,Gas Natural,50 a 70 años,Este,Sí,G,G,DON PISO JACA,SI
160474131,huesca,Jasa,Jasa,Casa o chalet,193068 ,166 ,5 ,4 ,,SI,Privado,Bien,Gas Natural,Gas Natural,20 a 30 años,Este,Sí,G,G,DON PISO JACA,SI
160474151,huesca,Canfranc,Canfranc,Piso,116260 ,70 ,2 ,4 ,,SI,Privado,Bien,Gas Natural,Gas Natural,20 a 30 años,Este,Sí,G,G,DON PISO JACA,SI
160474164,huesca,Jaca,Jaca,Casa o chalet,190000 ,218 ,3 ,3 ,,SI,Privado,Bien,Gas Natural,Gas Natural,10 a 20 años,Este,Sí,G,G,DON PISO JACA,SI
160474095,huesca,Jaca,Jaca,Casa o chalet,230609 ,223 ,3 ,3 ,,SI,Privado,Bien,Gas Natural,Gas Natural,10 a 20 años,Este,Sí,G,G,DON PISO JACA,SI
161338791,huesca, Huesca Capital, Santo Domingo y San Martín,Piso,139900 ,85 ,3 ,3 ,,SI,Privado,Bien,Gas Natural,Gas Natural,10 a 20 años,Este,No,E,D,Particular: Susana,SI
161337338,huesca, Monzón, Monzón,Piso,36500 ,94 ,3 ,3 ,,SI,Privado,Muy bien,Gas Natural,Gas Natural,50 a 70 años,Este,No,G,G,ESPATIUM,SI
159688911,huesca,Fraga,Fraga,Piso,56000 ,91 ,4 ,2 ,,SI,Privado,Muy bien,Gas Natural,Gas Natural,50 a 70 años,Este,No,G,G,Profesional,SI
159688909,huesca,Barbastro,Barbastro,Piso,54000 ,111 ,4 ,2 ,,SI,Privado,Muy bien,Gas Natural,Gas Natural,50 a 70 años,Este,No,G,G,Profesional,SI
159689609,huesca,Barbastro,Barbastro,Piso,54000 ,104 ,3 ,2 ,,SI,Privado,Muy bien,Gas Natural,Gas Natural,50 a 70 años,Este,No,G,G,Profesional,SI
159689609,huesca,Barbastro,Barbastro,Piso,54000 ,104 ,3 ,,,,,,,,,,,G,G,Profesional,SI
159689605,huesca,Sabiñánigo,Sardas - Puente de Sabiñánigo,Piso,68000 ,58 ,2 ,,,,,,,,,,,G,G,Profesional,SI
159683390,huesca,Almuniente,Almuniente,Casa o chalet,22800 ,64 ,2 ,,,,,,,,,,,G,G,Profesional,SI
159689602,huesca,Monzón,Monzón,Piso,36500 ,94 ,2 ,,,,,,,,,,,G,G,Profesional,SI
159683313,huesca,Castillonroy,Castillonroy,Casa o chalet,23800 ,142 ,3 ,,,,,,,,,,,G,G,Profesional,SI
160082315,huesca,Siétamo,Siétamo,Casa o chalet,360000 ,140 ,3 ,2 ,,,,,,,,,,A,A,PIRINEOS CASA,SI
160096437,huesca, Almudévar, Almudévar,Casa o chalet,11000 ,126 ,3 ,2 ,,,,,,,,,,G,G,ALISEDA SERVICIOS DE GESTION INMOBILIARIA,SI
160201779,huesca,Sabiñánigo,Sabiñánigo - Sabiñánigo Centro - Aurín,Piso,75000 ,94 ,3 ,2 ,,,Privado,,,,,,,G,G,INMOBILIARIA VALLES DEL PIRINEO,SI
160218736,huesca, Sabiñánigo, Sabiñánigo Centro - Aurín,Piso,124000 ,98 ,4 ,2 ,,,Privado,,,,,,Sí,G,G,INMOBILIARIA VALLES DEL PIRINEO,SI
161323536,huesca,Tierz,Tierz,Casa adosada,365000 ,188 ,5 ,3 ,,,Privado,Casi nuevo,Gas Natural,Gas Natural,10 a 20 años,,Sí,G,G,FINCAS VICAM,SI
160474091,huesca,Santa Cruz de la Serós,Santa Cruz de la Serós,Casa o chalet,107680 ,260 ,5 ,3 ,,,Privado,Casi nuevo,Gas Natural,Gas Natural,+ 100 años,,Sí,G,G,DON PISO JACA,SI
160474132,huesca,Bailo,Bailo,Casa o chalet,40000 ,230 ,6 ,3 ,,,Privado,Casi nuevo,Gas Natural,Gas Natural,+ 100 años,,Sí,G,G,DON PISO JACA,SI
159636233,huesca, Huesca Capital,Perpetuo Socorro,Piso,79000 ,132 ,4 ,3 ,,,Privado,Casi nuevo,Gas Natural,Gas Natural,+ 100 años,,Sí,G,G,OUTLETDEVIVIENDAS,SI
160474096,huesca,Jaca,Jaca,Piso,139680 ,71 ,2 ,3 ,,,Privado,Casi nuevo,Gas Natural,Gas Natural,30 a 50 años,,Sí,G,G,DON PISO JACA,SI
160474110,huesca,Canal de Berdún,Canal De Berdún,Casa o chalet,69680 ,73 ,5 ,3 ,,,Privado,Casi nuevo,Gas Natural,Gas Natural,50 a 70 años,,Sí,G,G,DON PISO JACA,SI
160474149,huesca,Villanúa,Villanúa,Piso,68470 ,50 ,2 ,2 ,,,Privado,Casi nuevo,Gas Natural,Gas Natural,30 a 50 años,,Sí,G,G,DON PISO JACA,SI
160474109,huesca,Jaca,Jaca,Casa o chalet,375410 ,315 ,7 ,3 ,,,Privado,Casi nuevo,Gas Natural,Gas Natural,30 a 50 años,,Sí,G,G,DON PISO JACA,SI
160781923,huesca,Jaca,Jaca,Casa o chalet,168000 ,95 ,3 ,2 ,,,Privado,Casi nuevo,Gas Natural,Gas Natural,20 a 30 años,,Sí,G,G,DON PISO JACA,SI
160474103,huesca,Canfranc,Canfranc,Piso,160890 ,92 ,3 ,2 ,,SI,Privado,Casi nuevo,Gas Natural,Gas Natural,10 a 20 años,,Sí,G,G,DON PISO JACA,SI
160474093,huesca,Jaca,Jaca,Piso,144801 ,55 ,2 ,2 ,,SI,Privado,Casi nuevo,Gas Natural,Gas Natural,30 a 50 años,,Sí,G,G,DON PISO JACA,SI
160474136,huesca,Jaca,Jaca,Piso,179000 ,99 ,3 ,2 ,,SI,Privado,Casi nuevo,Gas Natural,Gas Natural,20 a 30 años,,Sí,G,G,DON PISO JACA,SI
160474099,huesca,Jaca,Jaca,Dúplex,159000 ,122 ,3 ,2 ,,SI,Privado,Casi nuevo,Gas Natural,Gas Natural,10 a 20 años,,Sí,G,G,DON PISO JACA,SI
157027119,huesca,Huerto,Huerto,Piso,21900 ,95 ,2 ,2 ,,SI,Privado,Casi nuevo,Gas Natural,Gas Natural,10 a 20 años,,Sí,G,G,OUTLETDEVIVIENDAS,SI
161319816,huesca, Colungo, Colungo,Casa adosada,100000 ,238 ,6 ,2 ,,SI,Privado,Casi nuevo,Gas Natural,Gas Natural,10 a 20 años,,Sí,A,A,Particular: Enrique,SI
160722006,huesca, Sabiñánigo, Sardas - Puente de Sabiñánigo,Piso,78000 ,96 ,3 ,2 ,,SI,Privado,Muy bien,Gas Natural,Gas Natural,10 a 20 años,Sur,Sí,G,G,FINCAS SERRABLO,SI
158672800,huesca, Esplús, Esplús,Casa o chalet,90000 ,499 ,5 ,3 ,,SI,Privado,Bien,Gasóleo,Gasóleo,10 a 20 años,Sureste,Sí,G,G,ALTABAS GESTION INMOBILIARIA,SI
160501530,huesca,Velilla de Cinca,Velilla de Cinca,Casa o chalet,59000 ,317 ,2 ,3 ,,SI,Privado,Bien,Gasóleo,Gasóleo,+ 100 años,Sureste,Sí,G,G,FINCAS COS,SI
156913068,huesca, Camporrélls, Camporrélls,Casa o chalet,79000 ,524 ,8 ,3 ,,SI,Privado,A reformar,Gasóleo,Gasóleo,+ 100 años,Sureste,Sí,G,G,CASAS Y CAMPOS,SI
159638011,huesca,Sabiñánigo,Sabiñánigo Centro - Aurín,Piso,72100 ,132 ,8 ,3 ,,SI,Privado,A reformar,Gasóleo,Gasóleo,+ 100 años,Sureste,Sí,G,G,OUTLETDEVIVIENDAS,SI
161307794,huesca, Jaca, Poblaciones norte,Casa adosada,195000 ,120 ,3 ,3 ,,SI,Privado,Casi nuevo,Gas Natural,Gas Natural,10 a 20 años,Sureste,Sí,D,D,LA CALLE 47,SI
160843935,huesca,Sallent de Gállego,Sallent de gallego,Ático,215000 ,80 ,2 ,2 ,,,Privado,,,,,,,G,G,TU HABITAT 360º,SI
160506837,huesca, Huesca Capital,Perpetuo Socorro,Piso,75000 ,78 ,3 ,2 ,,,Privado,,,,,,,G,G,OUTLETDEVIVIENDAS,SI
161232853,huesca, Graus, Graus,Piso,60000 ,90 ,3 ,2 ,,,Privado,,,,,,Sí,G,G,Particular: Anuncio Particular,SI
161297783,huesca, Binéfar, Binéfar,Casa adosada,420000 ,196  terreno,4 ,4 ,,SI,Privado,Casi nuevo,Electricidad,Electricidad,5 a 10 años,Noreste,Sí,A,A,Particular: Anuncio Particular,SI
161297716,huesca, Fraga, Fraga,Piso,A consultar,94 ,4 ,4 ,,SI,Privado,Casi nuevo,Electricidad,Electricidad,5 a 10 años,Noreste,Sí,C,G,Particular: Mayra,SI
161293839,huesca,Banastás,Banastás,Casa o chalet,375000 ,297 ,4 ,3 ,,SI,Privado,Casi nuevo,Gasóleo,Gasóleo,10 a 20 años,Noreste,Sí,G,G,FINCAS VICAM,SI
161293392,huesca, Jaca, Universidad,Piso,151000 ,70 ,2 ,3 ,,SI,Comunitario,Bien,Gasóleo,Gasóleo,10 a 20 años,Noreste,Sí,G,G,INMOBILIARIA VALLES DEL PIRINEO,SI
160638442,huesca,Monzón,Monzón,Piso,A consultar,94 ,3 ,2 ,,SI,Comunitario,Bien,Gas Natural,Gas Natural,Menos de 1 año,Noreste,Sí,B,B,HNC,SI
161293083,huesca, Monzón, Monzón,Piso,A consultar,85 ,3 ,2 ,,SI,Comunitario,Casi nuevo,Gas Natural,Gas Natural,Menos de 1 año,Noreste,Sí,B,B,HNC,SI
159705088,huesca,Sabiñánigo,Sabiñánigo Centro - Aurín,Casa o chalet,420000 ,915 ,3 ,2 ,,SI,Comunitario,Casi nuevo,Gas Natural,Gas Natural,Menos de 1 año,Noreste,Sí,G,G,TAURUS,SI
161289580,huesca, Huesca Capital, Santiago,Piso,110000 ,68 ,3 ,2 ,,SI,Comunitario,A reformar,Gas Natural,Gas Natural,Menos de 1 año,Noreste,Sí,G,G,SUVIVIENDA,SI
158008035,huesca, Ontiñena, Ontiñena,Casa o chalet,17000 ,177 ,2 ,2 ,,SI,Comunitario,A reformar,Gas Natural,Gas Natural,+ 100 años,Noreste,Sí,G,G,Haya Real Estate,SI
161287510,huesca, Huesca Capital, Santo Domingo y San Martín,Piso,40425 ,45 ,2 ,2 ,,SI,Comunitario,A reformar,Gas Natural,Gas Natural,+ 100 años,Oeste,Sí,G,G,INMOR,SI
161285773,huesca, Huesca Capital, Perpetuo Socorro,Piso,55000 ,54 ,2 ,2 ,,SI,Comunitario,A reformar,Gas Natural,Gas Natural,+ 100 años,Oeste,Sí,E,E,Particular: Anuncio Particular,SI
160189503,huesca, Jaca, Membrilleras - Levante,Apartamento,97000 ,37 ,11 ,2 ,,SI,Comunitario,A reformar,Gas Natural,Gas Natural,+ 100 años,Oeste,Sí,G,G,INMOBILIARIA VALLES DEL PIRINEO,SI
161284127,huesca,Jaca,Jaca,Piso,59680 ,52 ,2 ,2 ,,SI,Comunitario,A reformar,Gas Natural,Gas Natural,50 a 70 años,Oeste,Sí,G,G,DON PISO JACA,SI
161225102,huesca, Benasque, Benasque,Piso,160000 ,75 ,3 ,2 ,,SI,Comunitario,A reformar,Gas Natural,Gas Natural,50 a 70 años,Oeste,Sí,B,B,Particular: Francisco,SI
160587407,huesca, Huesca Capital, Santo Domingo y San Martín,Piso,122000 ,77 ,3 ,2 ,,SI,Comunitario,A reformar,Gas Natural,Gas Natural,50 a 70 años,Oeste,Sí,G,G,SIXTYHOME,SI
160787580,huesca, Huesca Capital, San Lorenzo,Piso,95000 ,60 ,2 ,2 ,,SI,Comunitario,Bien,Gas Natural,Gas Natural,30 a 50 años,Oeste,Sí,G,G,INMOBITISIMO,SI
154656022,huesca, Monzón, Monzón,Piso,68600 ,76 ,3 ,2 ,,SI,Privado,Bien,Gas Natural,Gas Natural,30 a 50 años,Oeste,Sí,F,G,SOLVIA SERVICIOS INMOBILIARIOS S.L.,SI
160798625,huesca, Huesca Capital, Perpetuo Socorro,Piso,29900 ,71 ,2 ,2 ,,SI,Privado,Bien,Gas Natural,Gas Natural,30 a 50 años,Oeste,Sí,E,G,SOLVIA SERVICIOS INMOBILIARIOS S.L.,SI
160798566,huesca, Fraga, Fraga,Casa o chalet,34500 ,137 ,3 ,2 ,,SI,Privado,Bien,Gas Natural,Gas Natural,30 a 50 años,Oeste,Sí,F,G,SOLVIA SERVICIOS INMOBILIARIOS S.L.,SI
160798435,huesca, Fraga, Fraga,Piso,42400 ,50 ,3 ,2 ,,SI,Privado,Bien,Gas Natural,Gas Natural,30 a 50 años,Oeste,Sí,E,G,SOLVIA SERVICIOS INMOBILIARIOS S.L.,SI
160798326,huesca, Fraga, Fraga,Casa o chalet,55000 ,101 ,3 ,2 ,,SI,Privado,Bien,Gas Natural,Gas Natural,30 a 50 años,Oeste,Sí,F,G,SOLVIA SERVICIOS INMOBILIARIOS S.L.,SI
160983991,huesca, Sabiñánigo, Sabiñánigo Centro - Aurín,Piso,45000 ,53 ,3 ,2 ,,SI,Privado,Bien,Gas Natural,Gas Natural,30 a 50 años,Oeste,Sí,G,G,INMOBILIARIA VALLES DEL PIRINEO,SI
160372901,huesca, Huesca Capital, Santo Domingo y San Martín,Piso,111000 ,86 ,3 ,2 ,,SI,Privado,Bien,Gas Natural,Gas Natural,50 a 70 años,Oeste,Sí,G,G,FINCAS VICAM,SI
161211895,huesca, Valle de Hecho, Valle de Hecho,Casa adosada,80000 ,189 ,5 ,2 ,,SI,Privado,Bien,Gas Natural,Gas Natural,50 a 70 años,Oeste,Sí,A,A,Particular: Carlos,SI
156408566,huesca, Albelda, Albelda,Casa o chalet,100000 ,250 ,3 ,2 ,,SI,Privado,Bien,Gas Natural,Gas Natural,+ 100 años,Oeste,Sí,G,G,CASAS Y CAMPOS,SI
161271286,huesca, Jaca, Palacio de Hielo,Ático,145000 ,65 ,2 ,2 ,,SI,Comunitario,Casi nuevo,Gas Natural,Gas Natural,10 a 20 años,Oeste,No,E,F,Particular: Asier Agirreurreta,SI
159606167,huesca,Monzón,Monzón,Casa o chalet,119900 ,329 ,4 ,2 ,,SI,Privado,Casi nuevo,Gas Natural,Gas Natural,50 a 70 años,Oeste,No,G,G,GROCASA,SI
161202081,huesca, Sariñena, Sariñena,Piso,150000 ,252 ,4 ,2 ,,,,Muy bien,,,30 a 50 años,,Sí,D,D,Particular: Julian,SI
161203065,huesca, Sabiñánigo, Las Margas Golf - Latas,Planta baja,80000 ,56 ,4 ,2 ,,,Comunitario,Muy bien,,,30 a 50 años,,Sí,C,B,Particular: Luis,SI
159550389,huesca, Huesca Capital, Santo Domingo y San Martín,Piso,139900 ,63 ,3 ,2 ,,,Comunitario,Muy bien,,,+ 100 años,,Sí,G,G,SIXTYHOME,SI
156148829,huesca, Almudévar, Almudévar,Casa adosada,149000 ,174 ,3 ,2 ,,,Privado,Muy bien,,,5 a 10 años,,Sí,G,G,SUVIVIENDA,SI
159723247,huesca, Sabiñánigo, Sabiñánigo Centro - Aurín,Piso,75000 ,66 ,2 ,2 ,,SI,Comunitario,Casi nuevo,Gas Natural,,5 a 10 años,Sur,Sí,G,G,FINCAS SERRABLO,SI
157182146,huesca, Agüero, Agüero,Casa o chalet,160000 ,633  terreno,2 ,2 ,,SI,Privado,Casi nuevo,Gas Natural,,5 a 10 años,Sur,Sí,B,B,Particular: Anuncio Particular,SI
161252337,huesca, Benasque, Benasque,Finca rústica,100000 ,174 ,2 ,2 ,,SI,Privado,Casi nuevo,Gas Natural,,+ 100 años,Sur,Sí,G,G,APARTAMENTOSBENASQUE.COM,SI
161252116,huesca, Jaca, Estación,Piso,39500 ,35 ,2 ,2 ,,SI,Comunitario,Casi nuevo,Gas Natural,,+ 100 años,Sur,Sí,G,G,Particular: Anuncio Particular,SI
161249464,huesca, Tardienta, Tardienta,Casa o chalet,19990 ,118 ,3 ,2 ,,SI,Comunitario,A reformar,Gas Natural,,+ 100 años,Sur,Sí,G,G,S.L.,SI
152759116,huesca, Benasque, Benasque,Dúplex,265000 ,124 ,3 ,3 ,,SI,Privado,Casi nuevo,Gas Natural,Gas Natural,10 a 20 años,Sur,Sí,G,G,GP INMOBILIARIA,SI
160418770,huesca, Loporzano, Loporzano,Casa o chalet,82500 ,126 ,2 ,3 ,,SI,Privado,Casi nuevo,Gas Natural,Gas Natural,+ 100 años,Sur,Sí,G,G,INMOR,SI
161243711,huesca, Huesca Capital, Casco Antiguo,Piso,90000 ,45 ,2 ,3 ,,SI,Privado,Casi nuevo,Gas Natural,Gas Natural,+ 100 años,Sur,Sí,G,G,FINCAS ALCORAZ,SI
157140805,huesca, Aisa, Aisa,Piso,270000 ,120 ,3 ,2 ,,SI,Privado,Casi nuevo,Gas Natural,Gas Natural,+ 100 años,Sur,Sí,C,D,Particular: Anuncio Particular,SI
161243249,huesca, Bailo, Bailo,Casa o chalet,70000 ,358 ,5 ,2 ,,SI,Privado,Casi nuevo,Gas Natural,Gas Natural,+ 100 años,Sur,Sí,F,F,JACETANIA 2000,SI
160646867,huesca, Huesca Capital, San Lorenzo,Piso,99000 ,100 ,3 ,2 ,,SI,Privado,Casi nuevo,Gas Natural,Gas Natural,+ 100 años,Sur,Sí,G,G,SIXTYHOME,SI
160432679,huesca, Albelda, Albelda,Casa o chalet,46000 ,114 ,3 ,2 ,,SI,Privado,Bien,Butano,Gas Natural,+ 100 años,Sureste,Sí,G,G,ALTABAS GESTION INMOBILIARIA,SI
160063298,huesca, Senés de Alcubierre, Senés de Alcubierre,Finca rústica,60000 ,80 ,3 ,2 ,,SI,Privado,Bien,Butano,Gas Natural,+ 100 años,Sureste,Sí,G,G,FINCAS ALCORAZ,SI
160784627,huesca,Fraga,Zona Casco Histórico,Casa o chalet,62000 ,120 ,4 ,2 ,,SI,Privado,Bien,Butano,Gas Natural,+ 100 años,Sureste,Sí,G,G,Ebgestiona Inmobiliaria,SI
161235397,huesca, Lanaja, Lanaja,Casa adosada,20000 ,120 ,2 ,2 ,,SI,Privado,Bien,Butano,Gas Natural,+ 100 años,Sureste,No,F,F,Particular: Anuncio Particular,SI
157709377,huesca, Sabiñánigo, Sabiñánigo Centro - Aurín,Piso,72100 ,57 ,2 ,2 ,,SI,Comunitario,Bien,Butano,Gas Natural,+ 100 años,Sureste,No,E,E,ESPATIUM,SI
160678070,huesca, Boltaña, Boltaña,Piso,83000 ,80 ,3 ,2 ,,SI,Privado,Bien,Gasóleo,Gas Natural,+ 100 años,Sureste,No,G,G,EUROPIRINEOS,SI
160189175,huesca, Jaca, Membrilleras - Levante,Apartamento,86000 ,38 ,3 ,2 ,,SI,Privado,Bien,Gasóleo,Gas Natural,+ 100 años,Sureste,Sí,G,G,INMOBILIARIA VALLES DEL PIRINEO,SI
161217493,huesca, Barbastro, Barbastro,Piso,136990 ,95 ,3 ,2 ,,SI,Comunitario,Muy bien,Electricidad,Gas Natural,20 a 30 años,Noreste,Sí,G,G,Particular: Adrian,SI
161216415,huesca, Barbastro, Barbastro,Piso,33000 ,71 ,3 ,2 ,,SI,Comunitario,Muy bien,Electricidad,Gas Natural,50 a 70 años,Noreste,Sí,E,G,Haya Real Estate,SI
161143529,huesca, Ayerbe, Ayerbe,Casa o chalet,200000 ,1070 ,8 ,3 ,,SI,Privado,Bien,Electricidad,Gas Natural,+ 100 años,Noreste,Sí,G,G,FINCAS I.C.F.A.,SI
158918863,huesca, Binéfar, Binéfar,Piso,69500 ,84 ,2 ,3 ,,SI,Privado,Bien,Electricidad,Gas Natural,+ 100 años,Noreste,Sí,G,G,CASAS Y CAMPOS,SI
145087031,huesca, Alcalá del Obispo, Alcalá del Obispo,Casa o chalet,69000 ,431 ,4 ,3 ,,SI,Privado,Bien,Electricidad,Electricidad,+ 100 años,Sur,Sí,G,G,ESPATIUM,SI
155733702,huesca,Castejón de Sos, España,Casa o chalet,372000 ,180 ,4 ,3 ,,SI,Comunitario,Bien,Electricidad,Electricidad,+ 100 años,Sur,Sí,A,G,FINCAS ANETO,SI
161186431,huesca, Canfranc, Canfranc,Piso,99000 ,60 ,4 ,3 ,,SI,Privado,Casi nuevo,Electricidad,Electricidad,20 a 30 años,Sur,Sí,G,G,FINCAS CEREZO SERVICIOS INMOBILIARIOS,SI
161186431,huesca, Canfranc, Canfranc,Piso,99000 ,60 ,,,,SI,Privado,Casi nuevo,Electricidad,Electricidad,20 a 30 años,,Sí,G,G,FINCAS CEREZO SERVICIOS INMOBILIARIOS,SI
157806816,huesca, Sariñena, Sariñena,Piso,65400 ,120 ,3 ,2 ,,SI,Privado,Casi nuevo,Electricidad,Electricidad,20 a 30 años,,Sí,E,G,SOLVIA SERVICIOS INMOBILIARIOS S.L.,SI
157796744,huesca, Sabiñánigo, Sabiñánigo Centro - Aurín,Piso,36500 ,90 ,2 ,2 ,,SI,Privado,Casi nuevo,Electricidad,Electricidad,20 a 30 años,,Sí,D,G,SOLVIA SERVICIOS INMOBILIARIOS S.L.,SI
157808129,huesca, Sabiñánigo, Sabiñánigo Centro - Aurín,Casa adosada,142500 ,171 ,4 ,4 ,,SI,Privado,Casi nuevo,Electricidad,Electricidad,20 a 30 años,,Sí,E,G,SOLVIA SERVICIOS INMOBILIARIOS S.L.,SI
157794550,huesca, Aisa, Aisa,Piso,101200 ,75 ,4 ,4 ,,SI,Privado,Casi nuevo,Electricidad,Electricidad,20 a 30 años,,Sí,G,G,SOLVIA SERVICIOS INMOBILIARIOS S.L.,SI
157796708,huesca, Monzón, Monzón,Piso,46800 ,110 ,4 ,2 ,,SI,Privado,Casi nuevo,Electricidad,Electricidad,20 a 30 años,,Sí,D,G,SOLVIA SERVICIOS INMOBILIARIOS S.L.,SI
157797934,huesca, Sabiñánigo, Sabiñánigo Centro - Aurín,Piso,28600 ,50 ,2 ,2 ,,SI,Privado,Casi nuevo,Electricidad,Electricidad,20 a 30 años,,Sí,G,G,SOLVIA SERVICIOS INMOBILIARIOS S.L.,SI
157799037,huesca, Binéfar, Binéfar,Piso,147900 ,109 ,3 ,2 ,,SI,Privado,Casi nuevo,Electricidad,Electricidad,20 a 30 años,,Sí,D,G,SOLVIA SERVICIOS INMOBILIARIOS S.L.,SI
157800596,huesca, Huesca Capital, Santo Domingo y San Martín,Piso,68400 ,84 ,3 ,2 ,,SI,Privado,Casi nuevo,Electricidad,Electricidad,20 a 30 años,,Sí,E,G,SOLVIA SERVICIOS INMOBILIARIOS S.L.,SI
159986496,huesca, Huesca Capital, Perpetuo Socorro,Piso,25400 ,51 ,3 ,2 ,,SI,Privado,Casi nuevo,Electricidad,Electricidad,20 a 30 años,,Sí,G,G,SOLVIA SERVICIOS INMOBILIARIOS S.L.,SI
157797013,huesca, Sabiñánigo, Sabiñánigo Centro - Aurín,Piso,54900 ,67 ,3 ,2 ,,SI,Privado,Casi nuevo,Electricidad,Electricidad,20 a 30 años,,Sí,E,G,SOLVIA SERVICIOS INMOBILIARIOS S.L.,SI
157796936,huesca, Sabiñánigo, Sabiñánigo Centro - Aurín,Piso,39400 ,62 ,3 ,2 ,,SI,Privado,Casi nuevo,Electricidad,Electricidad,20 a 30 años,,Sí,E,G,SOLVIA SERVICIOS INMOBILIARIOS S.L.,SI
160799549,huesca, Agüero, Agüero,Casa o chalet,109000 ,175 ,4 ,2 ,,SI,Privado,Casi nuevo,Electricidad,Electricidad,20 a 30 años,,Sí,E,G,SOLVIA SERVICIOS INMOBILIARIOS S.L.,SI
160799285,huesca, Sabiñánigo, Sabiñánigo Centro - Aurín,Piso,36100 ,58 ,2 ,2 ,,SI,Privado,Casi nuevo,Electricidad,Electricidad,20 a 30 años,,Sí,E,G,SOLVIA SERVICIOS INMOBILIARIOS S.L.,SI
160800504,huesca, Sariñena, Sariñena,Casa o chalet,18600 ,119 ,2 ,2 ,,SI,Privado,Casi nuevo,Electricidad,Electricidad,20 a 30 años,,Sí,E,G,SOLVIA SERVICIOS INMOBILIARIOS S.L.,SI
160800232,huesca, Fanlo, Fanlo,Casa o chalet,111300 ,100 ,6 ,4 ,,SI,Privado,Casi nuevo,Electricidad,Electricidad,20 a 30 años,,Sí,E,G,SOLVIA SERVICIOS INMOBILIARIOS S.L.,SI
157796132,huesca, Esplús, Esplús,Casa adosada,92800 ,409 ,5 ,2 ,,SI,Privado,Casi nuevo,Electricidad,Electricidad,20 a 30 años,,Sí,D,G,SOLVIA SERVICIOS INMOBILIARIOS S.L.,SI
